date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,rain_sum,precipitation_hours,wind_speed_10m_max,shortwave_radiation_sum,id
2020-01-01,16.9405,9.6905,13.163418,18.5,24.0,12.24,4.96,"de111919-0a12-43d4-8f5b-bc5b42b4df47"
2020-01-02,18.6405,11.1405,14.478001,4.4,15.0,12.387348,6.05,"2709d3c8-006f-40b8-8f33-3b31f93052fb"
2020-01-03,19.0905,9.9905,15.886334,0.0,0.0,29.215502,15.44,"b9610198-66bc-4cef-8024-a990fbe37a77"
2020-01-04,18.1905,7.5905,12.559253,0.0,0.0,10.00256,16.55,"f281a03a-db0a-4db8-8453-c7ebe235b059"
2020-01-05,21.1405,10.040501,14.955086,0.0,0.0,7.2805495,16.55,"0f2e974d-333d-49ec-8efa-90575b360c05"
2020-01-06,24.2405,14.040501,18.598833,0.0,0.0,6.130579,16.5,"17d4d2a8-064c-4bbe-98e6-3e782456f649"
2020-01-07,18.8905,11.2405,15.29467,0.0,0.0,12.979984,16.29,"30993e80-6aa5-445e-802a-761041d29cf9"
2020-01-08,19.4405,6.9905,13.482169,0.0,0.0,9.659814,14.01,"ba68f9c3-c753-45e3-bf2c-16b02ce1ef53"
2020-01-09,24.790499,12.4905,18.069668,0.0,0.0,6.924738,13.96,"6609164c-d2a1-4e61-9fad-db677e969c0e"
2020-01-10,27.8405,13.4405,19.507166,0.0,0.0,11.183201,15.08,"2a9ef3e9-8cd9-4770-bb4d-fd28946385e9"
2020-01-11,21.5905,10.590501,16.284248,0.0,0.0,13.237038,17.24,"2fa7ee6a-7fc8-4006-9abc-af6e75b1e3eb"
2020-01-12,18.9905,6.4905,12.492583,0.0,0.0,7.754637,16.6,"68fe4d45-ae47-49f4-8aba-c672fac40309"
2020-01-13,20.790499,11.4405,15.996749,0.0,0.0,5.6920996,11.24,"c52b8b99-5d88-4b06-a39c-7b17a3889adc"
2020-01-14,25.540499,14.3905,20.061335,0.0,0.0,6.130579,15.9,"d04acbd3-2322-43fe-b3c2-ea2883d817e1"
2020-01-15,25.8405,16.1905,20.6905,0.0,0.0,6.297428,12.01,"e50a147e-5ce0-4554-bd36-83fe0a029fc5"
2020-01-16,24.8405,17.290499,20.209251,2.4,9.0,16.375053,7.07,"46a15aad-1305-4ac4-aa72-909a387be91d"
2020-01-17,22.1405,16.8405,19.136332,1.7000002,12.0,5.8048253,6.55,"317a3ae6-1d3d-4058-b264-4c669184a760"
2020-01-18,22.5905,16.1905,18.880083,1.7,6.0,10.483357,9.5,"b10fb0e1-0721-4b7b-a6b1-ee8b54c82bbd"
2020-01-19,17.3905,11.1405,13.596749,2.9,7.0,10.24578,5.65,"378f38f7-afdd-4693-b426-8a9facf0d7c9"
2020-01-20,14.3905,9.340501,11.321751,0.0,0.0,12.979984,15.29,"54e3ae7a-b3b6-4d4a-8efb-a6d05aeb0839"
2020-01-21,14.8905,7.9905,11.080083,0.0,0.0,14.480773,6.77,"1a27e7dc-c0dc-401d-929c-8c204126fd5b"
2020-01-22,16.0905,9.2405,12.515502,1.1,7.0,9.957108,5.76,"c791a691-d8a4-4db5-878f-30c67671332f"
2020-01-23,22.6405,14.790501,17.750917,0.0,0.0,8.28,16.94,"b8c29f30-c40c-4228-a730-f5ed830fbe36"
2020-01-24,17.3405,11.790501,14.671752,0.2,2.0,14.021525,7.87,"22381374-0747-4ac7-9fae-dd95a8a822a0"
2020-01-25,16.8405,11.3905,13.732167,0.70000005,7.0,7.42159,3.45,"e0f6fe8c-2306-403e-95b6-d688ed6871c9"
2020-01-26,26.9905,16.9405,20.317587,0.0,0.0,12.819235,16.46,"919eda5f-324e-4e0b-a5bb-19b72d1561ea"
2020-01-27,25.3905,14.6905,19.463417,0.0,0.0,8.891344,17.56,"7e8e5b08-9c12-4f89-90fc-ff5373f4da21"
2020-01-28,26.7405,14.1905,19.682167,0.0,0.0,18.335276,18.31,"35132922-a607-489e-8a31-fba9420233df"
2020-01-29,19.6905,10.4405,15.023835,0.0,0.0,15.778516,18.63,"6923c5ca-0c1a-41ee-a6c4-2718518b76f2"
2020-01-30,14.6905,6.3405,10.64675,1.6999999,7.0,9.983106,5.96,"4c52350b-cc54-436d-b40b-a113a7ae4206"
2020-01-31,17.6405,7.7905,12.023834,0.1,1.0,8.311245,13.61,"8329d933-8c94-45c9-908e-9f17de167b13"
2020-02-01,19.3405,9.290501,13.700917,0.4,2.0,8.435069,16.35,"dcf9ccb2-fb4e-40d6-82fb-67c40b24329b"
2020-02-02,20.040499,12.040501,15.427999,0.1,1.0,7.127636,14.71,"21facabd-139c-49e0-ad52-29685c09cf84"
2020-02-03,23.2405,13.340501,18.20925,0.4,3.0,11.269782,8.95,"a7b8751f-b472-4f05-ace3-5be0dcc1f159"
2020-02-04,28.790499,13.540501,20.984251,0.0,0.0,12.819235,17.15,"e32716cc-7d55-4ecf-ba34-b64cd634db52"
2020-02-05,20.4405,5.8405,14.005084,0.0,0.0,12.758432,17.4,"18a8883b-3667-47b6-b291-cbb4307e1cda"
2020-02-06,22.8905,2.0405,11.319667,0.0,0.0,23.828083,19.76,"33879994-2724-4bf8-a650-2a3cfdf45709"
2020-02-07,24.040499,10.3905,16.386335,0.0,0.0,11.119281,19.85,"cc8a00c3-686a-40d9-96f9-93b5763f63a1"
2020-02-08,24.7405,13.3905,18.211332,0.0,0.0,16.167967,19.53,"6b2cfd46-fdf8-4915-b5de-234858c38b31"
2020-02-09,27.6905,15.290501,20.432167,0.2,2.0,7.729527,16.08,"b30f361a-c18e-4723-93bb-3724f0d20a0b"
2020-02-10,30.8405,17.0905,23.084251,0.0,0.0,13.896187,18.6,"aaae086b-3d5e-41fb-864b-7b524095f426"
2020-02-11,22.4905,11.6405,18.536333,2.5,14.0,12.783802,8.06,"5e6d60c8-954d-4911-8251-94d92f2b260e"
2020-02-12,18.790499,10.290501,13.582168,1.2,8.0,7.42159,10.71,"8fe0cd0d-94e4-43b9-afae-6dfc16378bad"
2020-02-13,19.2405,10.340501,14.630085,0.0,0.0,14.4,18.59,"cc0b45e1-e73a-4a7c-a998-944fd2f6867d"
2020-02-14,13.4905,8.7405,11.007167,0.0,0.0,16.79314,8.05,"e7cd34e2-01ea-4cb9-a9ac-7e67d42ffa58"
2020-02-15,18.3905,7.6905,12.1571665,0.4,3.0,8.209263,11.18,"87429f18-a88e-4af7-b10d-6f864a3a2641"
2020-02-16,24.8405,12.540501,18.623835,0.0,0.0,8.854829,18.32,"43c032e5-f626-4637-925f-b9ea4dff6985"
2020-02-17,29.040499,15.790501,22.23633,0.0,0.0,12.313893,19.38,"31c91aad-34c6-486b-84a0-e51db7b8589a"
2020-02-18,29.5905,17.540499,23.207167,0.1,1.0,16.039202,17.95,"14498c98-c4b3-4203-8f6c-619462a29809"
2020-02-19,20.4405,13.2405,15.807168,5.7,15.0,9.983106,6.74,"5f089c7b-523b-4b2f-94ba-96663615d308"
2020-02-20,16.1405,8.590501,12.978002,4.4000006,19.0,14.986553,7.77,"290381b4-4a43-4432-9b9b-ae0b16fdcb19"
2020-02-21,11.340501,7.1405,8.742583,1.2,8.0,11.720751,7.93,"8c250ffe-a94e-427c-a1f5-7900e07978dd"
2020-02-22,16.6405,3.6905,9.886333,0.0,0.0,12.43434,19.88,"5dd7e9c1-427d-45d6-810a-617295bc0462"
2020-02-23,24.1905,8.6905,15.734249,0.0,0.0,9.504273,16.78,"5b696338-59c2-4d17-a586-814ffad1d8a4"
2020-02-24,26.5905,16.290499,21.573835,0.0,0.0,15.484185,21.03,"74a3a796-c74a-4d72-aae4-c3a27c16b9a8"
2020-02-25,27.540499,15.540501,20.623835,0.0,0.0,15.175612,21.69,"feac6142-b613-4ff0-8053-6a145dcfb68a"
2020-02-26,15.340501,9.340501,12.473834,0.0,0.0,12.964998,19.76,"e50a9db6-ac03-47d5-b7f6-34b906490fbf"
2020-02-27,16.4405,4.0905,10.23425,0.0,0.0,10.182337,22.59,"18f4b67f-bbbd-4d40-a265-7dfc845043ef"
2020-02-28,21.4405,7.0405,14.300916,0.0,0.0,12.10157,22.9,"0e58048a-e00a-4291-831b-d0d74efb7dc6"
2020-02-29,23.040499,7.0905,15.065501,0.0,0.0,14.529915,21.68,"d17f7d94-0a60-4572-9e68-123fbff1ebef"
2020-03-01,30.790499,11.340501,20.536333,0.0,0.0,12.10157,21.37,"b480d041-7c5c-4789-b623-cf80598e4af4"
2020-03-02,33.7905,19.040499,25.438416,0.0,0.0,18.514643,22.31,"108ed78b-d1f5-4762-8750-c22750a20982"
2020-03-03,29.040499,19.0905,23.242582,0.0,0.0,14.57889,20.08,"465a5ff8-f574-40d7-95a7-9700eaaf0321"
2020-03-04,29.040499,17.0905,22.511332,0.4,3.0,26.925497,19.68,"37382a4c-5a63-40ca-bd93-1a686eb2d236"
2020-03-05,22.9905,11.1905,17.103,0.0,0.0,11.480557,22.54,"ec6c57f3-3b20-465b-8b95-ad82d30c2141"
2020-03-06,22.7405,13.6905,18.200916,0.0,0.0,20.780453,19.43,"7e655772-762b-4179-9e38-15143c4916d8"
2020-03-07,23.3405,10.590501,16.871752,0.0,0.0,19.770523,20.75,"97ef5c82-36ba-481c-a234-28628ccad0b0"
2020-03-08,24.6405,13.2405,17.098833,0.5,4.0,14.84318,9.05,"b5e30ef8-e69a-4f23-adf9-761be32929b6"
2020-03-09,25.7405,13.2405,18.840498,0.4,3.0,10.464797,13.74,"6837993d-8f8b-4cea-bd3c-9a38442b0ab5"
2020-03-10,25.040499,16.4405,20.44675,0.0,0.0,11.119281,11.88,"fcaaa966-2934-4c2a-a199-01bf8e16513b"
2020-03-11,27.5905,17.5905,21.998833,0.0,0.0,11.27553,16.76,"9fde4a03-3bd8-4a65-842e-e1cccd92d324"
2020-03-12,30.0905,17.6405,23.392584,0.0,0.0,11.808878,17.99,"707c641a-beaa-4502-8d1d-299d4f842300"
2020-03-13,32.390503,17.4905,24.473833,0.0,0.0,12.849528,20.09,"007eb85b-af8e-4587-ab33-d9a0a2747482"
2020-03-14,30.3905,18.3905,24.328001,0.0,0.0,14.764389,16.57,"f65cc073-3682-4c66-8449-355786cb0d14"
2020-03-15,29.3905,19.4905,23.686335,0.8000001,6.0,18.448023,13.5,"7c008adf-5984-4af4-9bda-f1c7101cde48"
2020-03-16,26.1905,18.6405,21.421751,4.3,9.0,13.202726,10.46,"da255240-722d-42ed-b363-c32de80ff86f"
2020-03-17,29.7405,17.8905,22.838417,0.0,0.0,15.379206,21.17,"d3f26e5b-c0f6-4318-a7a2-228cb10646ff"
2020-03-18,29.6905,19.2405,23.421751,0.6,3.0,11.841756,17.43,"f7b70fa5-6e96-413d-b69f-0973d7abe46d"
2020-03-19,33.190502,18.1405,25.578001,0.0,0.0,14.113652,22.92,"3c9279d6-5d8e-4b9e-891f-9f5f1ca2de7f"
2020-03-20,25.3405,17.7405,22.248833,2.1,8.0,17.298738,11.02,"f2c92ea6-0a91-410f-9ace-6095a20161dc"
2020-03-21,17.7405,14.6905,16.498833,7.4999986,23.0,11.480557,5.95,"0e314d43-a9ff-430a-b75d-445bc405141a"
2020-03-22,21.5905,11.8905,16.35925,1.9000001,7.0,7.289444,13.61,"dec89d53-6120-45c8-b8f3-f00b4a50addf"
2020-03-23,26.1405,15.340501,20.046747,0.2,2.0,9.255571,15.72,"aa0308f9-1213-4a13-868f-d352079fd3a9"
2020-03-24,33.2405,17.8405,25.273832,0.0,0.0,16.62249,24.81,"3e42b1b8-01fe-487b-9ca3-76f6407d29dd"
2020-03-25,32.640503,20.3405,26.325914,0.0,0.0,15.484185,23.85,"0c915a7d-0f82-46e3-b05a-b3efa7b2aafb"
2020-03-26,34.5905,18.6405,25.425917,0.0,0.0,13.004922,24.59,"0b520569-c12e-4888-bd11-ecd78ef335ac"
2020-03-27,36.2905,18.4405,27.05925,0.0,0.0,14.05845,23.92,"08d29ea2-e045-4b09-a20c-532f5d747d0d"
2020-03-28,35.190502,20.8405,26.838419,0.0,0.0,26.89419,20.99,"94b3bfa2-ea31-443d-983c-ee5579e45a3f"
2020-03-29,22.6905,18.290499,20.336336,4.7,11.0,11.090103,7.62,"2e23b2ae-aeaa-4645-897e-f1fc2bba5b5c"
2020-03-30,28.6405,15.8905,20.878,1.0000001,7.0,10.315115,14.33,"32a81f2f-ca2f-498e-9feb-4338d3cd01a2"
2020-03-31,29.040499,19.540499,24.127998,0.2,2.0,16.610792,23.09,"727b2943-a3d4-42a1-8d16-de560407e5c3"
2020-04-01,25.6405,16.1405,20.378,0.3,3.0,20.466246,13.42,"ab1cff1f-450b-4095-ab0e-aaae3c5801e3"
2020-04-02,30.8905,17.8905,23.000916,0.5,5.0,11.885453,18.13,"49879b20-cdf2-41cf-b6e6-429a0b055652"
2020-04-03,28.8405,20.5905,24.048836,0.70000005,4.0,13.849477,12.88,"0e387a30-497e-4329-9b0a-4829db4a2e4d"
2020-04-04,24.4405,15.840501,20.546751,10.000001,11.0,17.673029,10.85,"4655cdf5-db9b-4b77-bf19-fecc93de0395"
2020-04-05,19.3405,15.9405,17.215502,3.5,12.0,12.9249525,7.73,"c62e7ddc-053b-4620-8004-ccddf39de0c9"
2020-04-06,25.040499,14.590501,19.046751,0.7,3.0,12.245294,13.72,"9c842ef2-c692-49d3-bcce-8557793983cd"
2020-04-07,28.4405,17.8405,22.352999,0.90000004,7.0,12.768586,15.81,"00295647-e4ab-48b8-9480-d06028245182"
2020-04-08,31.790499,19.7405,25.488417,0.0,0.0,11.609651,23.71,"d9b5495b-1f85-430d-8d0d-5b9e9f2a8269"
2020-04-09,33.140503,22.3905,27.384253,1.1,2.0,13.276144,21.23,"cdb83a03-e7d3-4835-be60-4d7bfad5696b"
2020-04-10,27.3905,19.540499,22.657166,14.7,16.0,17.873556,15.83,"df00f414-be78-4b93-86f6-f04fd23f08cb"
2020-04-11,29.2405,18.040499,23.019667,0.4,4.0,14.05845,20.75,"572b7589-8e35-48b0-bd70-e64f70233f4d"
2020-04-12,33.5905,20.1905,26.640503,0.0,0.0,21.479664,27.65,"ed2bc67e-16ad-4cf4-9363-fa2a11252f06"
2020-04-13,27.6405,18.1905,22.750917,0.0,0.0,18.861387,26.43,"ff0bf6b5-5084-46a2-95cd-4dc03bed0d2c"
2020-04-14,21.1905,13.1405,16.930084,1.6000001,8.0,13.397612,13.64,"93bbde84-05a4-4f73-9f00-c2d43fa73ae7"
2020-04-15,15.9905,11.540501,13.8905,4.1,12.0,10.703569,8.73,"25f780bf-5f92-4e18-906a-3d7ee3dc691c"
2020-04-16,19.2405,10.2405,14.748834,1.3000001,7.0,13.779114,9.54,"eead3135-71df-454e-811c-a40f32713bdb"
2020-04-17,27.790499,14.290501,20.171751,0.4,2.0,7.928177,17.92,"38626f45-37fe-49b1-8ba4-b3147fdfeedf"
2020-04-18,27.1905,18.290499,22.382166,0.0,0.0,13.679999,13.47,"25ff53aa-5faf-4558-a078-7876e3ff758c"
2020-04-19,37.0905,19.8905,26.97175,0.0,0.0,19.66536,26.56,"98ce8cb6-e01f-4068-8c44-5bd5e1025931"
2020-04-20,33.0405,21.3905,27.009249,0.0,0.0,16.263872,25.81,"d6ab940e-ca86-4e01-b92b-cf345559347e"
2020-04-21,32.690502,20.5905,25.648832,0.5,4.0,16.071491,23.58,"a7808946-8a93-4b8d-a1cc-d31eaa3c2add"
2020-04-22,36.140503,20.540499,27.448832,0.3,3.0,18.0,24.34,"070576d8-eda9-4471-8c6c-d61dcd0eb6f0"
2020-04-23,33.7405,20.8905,27.973837,3.4,3.0,16.434305,25.03,"beea567d-4ecb-4154-acbc-7979f1517f5d"
2020-04-24,36.940502,20.6405,28.70925,0.0,0.0,11.966954,27.98,"7ac8e80d-aa5d-400c-83cf-65bb9ecf68d5"
2020-04-25,32.640503,20.3405,26.588419,2.5,4.0,16.62249,22.8,"2f3a7f79-9d7b-4c14-8a25-4fcd10fae2d0"
2020-04-26,23.790499,18.3905,20.998833,7.1,11.0,13.53236,12.18,"738ef3a7-4cad-49e6-a336-a63c3d303d77"
2020-04-27,28.6905,19.540499,23.598833,0.2,1.0,16.179985,17.95,"f659b615-f625-466f-854c-b779a7f2d6a6"
2020-04-28,32.390503,18.040499,24.97592,0.0,0.0,9.360001,24.22,"7dc0fb81-fcb1-4251-a0aa-3802fb5c9da2"
2020-04-29,37.0405,21.3405,26.871752,2.8999999,7.0,19.652176,23.16,"1c29258f-f62d-4fe1-902d-878041acab77"
2020-04-30,25.790499,19.790499,22.790497,1.0,8.0,17.87718,15.94,"52264f74-6846-4c1e-9d73-92cae4fb097f"
2020-05-01,30.040499,15.840501,23.107168,0.0,0.0,14.693999,27.38,"3c5b523c-e41e-4110-9d08-c0529155d69a"
2020-05-02,32.0405,18.9405,24.873833,0.0,0.0,15.876775,25.77,"54d4949a-78cd-46c6-84ab-eff3806e6e73"
2020-05-03,33.0405,19.4905,25.8655,0.0,0.0,14.88242,24.92,"fc867155-bdec-45e0-8399-9d7050421132"
2020-05-04,35.2905,20.3405,27.444666,0.0,0.0,13.363711,25.25,"34ac21a9-ab2e-42ef-b433-8d06f9f41103"
2020-05-05,35.640503,20.8905,27.67592,0.2,2.0,18.25026,24.86,"3a63e103-66ba-464a-9ffc-ca7f04324127"
2020-05-06,29.9905,20.790499,24.53842,4.3,7.0,14.869351,20.39,"7e3444a0-04bf-4446-92c3-26cf48f4d900"
2020-05-07,30.040499,20.540499,24.732168,1.0,5.0,20.12461,22.92,"caecb036-4c9b-4670-90e7-54e11daaa27b"
2020-05-08,34.5405,19.3405,24.705084,6.6,8.0,15.077082,20.66,"06994f70-1b1c-4796-b95b-1299f86bcc99"
2020-05-09,23.9405,17.9905,20.673834,9.400001,7.0,14.372974,15.42,"ea0a4888-f80e-44a7-8606-9ac6b789c01f"
2020-05-10,22.6405,16.2405,19.807167,2.3999999,9.0,17.076298,10.83,"c2aaca9b-10ba-4071-a4aa-4f998a372baa"
2020-05-11,27.2405,18.9405,22.680084,1.3000002,7.0,18.58451,16.45,"1f973c83-fd24-4bc7-909c-2308819152e9"
2020-05-12,29.5905,17.540499,23.163416,0.5,5.0,12.4811535,21.14,"03c021ae-9a95-45fe-a9e3-792252c5fa25"
2020-05-13,32.390503,19.8405,24.928001,0.8,5.0,18.204042,21.64,"fa58e3c6-47bf-47a3-b6ef-04486cdb1d42"
2020-05-14,30.290499,20.8905,25.263414,2.0000002,11.0,12.074766,15.82,"9e511f80-e0ad-45f9-ba20-785419039ada"
2020-05-15,34.0405,21.290499,26.488417,0.1,1.0,12.397806,21.09,"f95cb135-9c2d-432d-92ef-d3044aa3faaa"
2020-05-16,32.0905,21.9405,26.63217,0.0,0.0,17.654688,24.67,"fbfc7ebd-f7a3-41f1-b5d7-c916ab3733e0"
2020-05-17,32.390503,21.1405,26.046751,0.2,2.0,23.224882,23.67,"5d62372e-aaa9-42c1-bc28-56e4ad0a1e86"
2020-05-18,34.7405,20.1405,27.044668,0.0,0.0,16.263872,28.05,"3c43cb05-8d39-40ac-b9b1-69ee55fb486b"
2020-05-19,35.890503,20.1905,28.119667,0.0,0.0,12.245293,26.98,"68e8c9f1-2dd9-451e-95bf-428c33b49bea"
2020-05-20,35.5905,22.4405,28.784254,0.0,0.0,14.264361,24.97,"fd53448c-8d07-4d10-bd8d-789f6cefb197"
2020-05-21,31.8905,23.3405,27.040503,1.4000001,5.0,12.758432,17.07,"2dd3d539-4642-4d67-99f9-5ce7c77c76e7"
2020-05-22,32.1405,20.8405,26.436335,0.0,0.0,14.404499,23.87,"f305f8e9-12d3-4d2b-9f18-e96610b121a2"
2020-05-23,33.890503,21.4905,26.82592,0.2,1.0,17.782686,23.84,"6738889a-6335-4a19-8207-e6efd57423b9"
2020-05-24,32.390503,22.4905,26.415499,1.0,5.0,14.20062,21.23,"15684a2b-a8e1-4a7e-8f05-28a541d3d67c"
2020-05-25,31.2405,21.290499,25.569666,1.4000001,10.0,12.015589,16.97,"c351d43c-8b31-452e-af1a-06637d874062"
2020-05-26,25.540499,19.290499,22.890501,14.900001,17.0,13.755579,13.45,"2158c5fd-d699-4f54-84d8-899e38119e6a"
2020-05-27,29.9905,20.1405,25.130081,0.0,0.0,16.45007,25.12,"0dfa92ca-da89-4582-8a97-c1ef37528ab8"
2020-05-28,31.8405,20.6405,25.644667,16.6,2.0,13.049689,23.35,"c858de02-d4fc-4c26-a459-f17056dcaeb0"
2020-05-29,26.9905,19.9405,22.932167,8.5,9.0,14.417988,23.16,"6fe1fa6a-0424-4d33-9bb7-fcbcbabb167e"
2020-05-30,24.3405,19.7405,21.634249,3.5000002,8.0,9.422101,14.83,"57e412bc-d119-4480-ba8d-096d309e6cb1"
2020-05-31,25.790499,20.3405,22.715502,3.1000001,14.0,12.24,21.48,"58df2ce3-d094-4e2f-9e96-e1a2616696c4"
2020-06-01,26.3905,20.040499,22.663416,3.5999992,18.0,12.096214,19.91,"29448aea-903d-4645-822b-12cae5f91eac"
2020-06-02,28.040499,20.5905,23.878,1.3000001,8.0,15.94601,21.5,"92185aac-bc5a-4af7-b6bd-d6cc26fc8dbd"
2020-06-03,29.3405,20.7405,24.67592,0.4,4.0,13.708391,21.66,"dbf98675-5404-4b6c-bb56-f3430798a978"
2020-06-04,29.2405,21.0905,24.878,0.4,4.0,15.034041,24.96,"48dfab9c-bc06-4fe6-bc77-3cab82006eaa"
2020-06-05,29.1405,21.6405,25.098831,1.0,6.0,15.941944,17.3,"de66aaf0-7f46-4bb4-b0c5-749aa261d380"
2020-06-06,30.1905,21.6405,25.682169,0.2,2.0,12.57426,25.48,"cb38631b-6957-4fd0-9947-d4c7103e56e5"
2020-06-07,32.4905,21.3905,26.967585,0.0,0.0,14.81259,28.35,"865b680b-dafb-4268-a6bc-6c24c03527f4"
2020-06-08,35.140503,22.6905,28.717585,0.0,0.0,13.479583,27.94,"e1713577-f208-4986-be20-c5ad57da620b"
2020-06-09,35.9905,22.8405,28.9655,10.1,4.0,13.905509,25.91,"96f5e826-43a7-4ca7-89cc-3cc07074f899"
2020-06-10,31.2405,22.790499,26.136335,11.299998,11.0,16.1198,23.35,"b1169b40-9576-4160-883b-3dae5d55fb0d"
2020-06-11,25.9405,21.3905,23.053001,6.8999996,15.0,15.328561,16.53,"1a00988e-83ab-4603-83b6-16009cb5325f"
2020-06-12,28.2405,20.790499,24.150917,0.0,0.0,12.261158,27.88,"08a3ecca-bfdc-4bc2-a761-c46ab115bb7f"
2020-06-13,28.3405,19.2405,23.91342,0.0,0.0,13.849476,28.67,"7013c827-a771-4f67-b25c-f4aa7fdcbd4c"
2020-06-14,29.2405,19.3905,24.148832,0.1,1.0,15.893093,27.79,"fb3d5296-3b15-4ed9-97dd-61f526c51135"
2020-06-15,30.4905,19.4405,25.015501,0.0,0.0,16.62249,26.17,"dc4bb8ce-a78f-48ce-aa1e-403c30970ff5"
2020-06-16,30.6405,20.290499,25.321753,0.0,0.0,18.079027,25.01,"041cddd5-036c-4382-b992-b8d9e84c8655"
2020-06-17,30.8405,21.4405,25.719667,0.70000005,6.0,14.039999,20.08,"13eb17a8-85b9-42b2-b29d-686a1ab25e15"
2020-06-18,31.790499,22.290499,26.013414,0.5,3.0,20.883104,22.6,"e360ea91-2c09-4168-b6bf-e657dc77c00d"
2020-06-19,32.0905,22.4905,25.97175,0.6,6.0,20.275385,21.72,"0b05e558-b676-481b-9beb-5a112c933959"
2020-06-20,31.7405,22.4405,26.542582,0.8000001,6.0,15.646544,21.15,"3ddcbbae-811d-498c-a81a-f6217a3b5d65"
2020-06-21,34.0905,22.4905,27.498833,0.0,0.0,11.753876,24.35,"50175c4d-75fd-48cd-879f-338079d317e1"
2020-06-22,35.9905,22.6405,28.598837,0.0,0.0,20.870687,25.8,"78fcd822-1e90-4e4f-9f3f-2b738613758d"
2020-06-23,33.440502,22.1905,27.78425,0.1,1.0,14.618837,25.62,"05d09520-b415-402d-a29d-a4c7a05341c4"
2020-06-24,33.7905,21.8405,26.894667,4.8999996,4.0,18.837322,25.71,"1c8bfb4c-46a1-47fe-93c3-28045c006526"
2020-06-25,29.790499,21.0905,24.900915,1.0,4.0,18.532133,24.51,"668cee15-97b7-4eac-a15e-640b6544211f"
2020-06-26,29.4405,21.1405,24.561333,1.9000001,8.0,17.974781,17.8,"ad1b9587-cbb2-43e1-92ad-8f73640589e2"
2020-06-27,28.790499,22.1905,24.6905,2.3,9.0,9.028754,12.39,"1edf6bbc-d7b2-44ac-b6ca-e80efdb6cfbf"
2020-06-28,29.9905,22.7405,26.34675,2.0,8.0,8.534353,17.0,"cb89821c-0214-43aa-8648-5b3f67feedda"
2020-06-29,31.790499,22.8405,27.592585,2.3,1.0,9.726664,20.21,"8d3f5d22-4edb-4692-b780-294b9b42ac07"
2020-06-30,33.2905,22.1905,27.398834,0.0,0.0,10.661107,21.74,"b895cb4d-b542-4176-9e92-710485dce479"
2020-07-01,32.940502,22.6905,27.732164,0.0,0.0,15.2947035,23.48,"c4a72682-38b1-471a-a7cd-2fb6e67ce901"
2020-07-02,33.9905,21.4905,27.507164,0.2,2.0,16.454008,26.83,"01d63d1a-66f0-4e11-b4bf-6734d9b73ba1"
2020-07-03,34.390503,20.790499,27.37383,0.0,0.0,17.414474,28.23,"3981a70b-c4a7-4ee5-8354-e5c5bf6557c0"
2020-07-04,35.890503,21.4405,28.650923,0.0,0.0,17.555305,29.29,"859df143-cce8-45bd-b498-665ab1172bba"
2020-07-05,36.3405,21.790499,29.148834,0.0,0.0,14.386494,29.11,"4ed2262f-1871-4888-9e6d-c9adae42982e"
2020-07-06,35.7405,23.0905,29.321749,0.0,0.0,16.343367,28.71,"cd19e412-1e9c-4360-8ee9-16342b2d9545"
2020-07-07,35.190502,22.290499,28.946753,0.0,0.0,14.693999,26.99,"00811bed-cb2f-44b3-aade-b5f9e3bdfec0"
2020-07-08,35.5405,22.790499,29.14675,0.0,0.0,13.684735,26.5,"0f08c5d5-cc3e-4439-b385-0901c7585ac4"
2020-07-09,36.2405,23.540499,30.063421,0.0,0.0,15.893093,26.2,"1941ec51-cb68-4240-ba09-af1053334f90"
2020-07-10,37.2905,22.6405,30.278002,0.0,0.0,17.294992,28.17,"8ccacf7e-515c-4503-b60a-6d7371bdf1be"
2020-07-11,38.0905,22.6905,30.169672,0.0,0.0,20.288164,28.51,"ec24f73e-c8f7-4456-b046-ed292b110b36"
2020-07-12,38.0905,22.1405,30.3405,0.0,0.0,18.681883,28.74,"14443ca9-4ddb-44d0-b164-76aac6e52349"
2020-07-13,39.140503,23.8405,31.548834,0.0,0.0,17.595861,29.34,"513db7d1-8387-4699-8c4e-4d5e84fda94f"
2020-07-14,38.4905,22.8905,30.623833,0.0,0.0,19.272614,29.75,"d0467c53-5103-47ee-b647-465b949802c4"
2020-07-15,36.940502,22.1405,29.415499,0.0,0.0,17.713316,28.21,"0e7a1ee9-b1af-43a1-b009-9c8df52189f9"
2020-07-16,36.8405,22.6905,29.425919,0.0,0.0,18.94024,27.37,"41d30884-cd9c-47fd-8cc9-5e7cbf3c9bb8"
2020-07-17,35.5905,24.1405,29.182169,0.0,0.0,17.114204,25.63,"cd209cff-4774-40c6-b452-7075d7f05265"
2020-07-18,32.4905,22.9405,26.178001,8.5,9.0,22.253124,17.96,"e305414e-81e6-498d-ba52-527a9a5f8042"
2020-07-19,29.5905,21.3905,25.117584,6.2,11.0,12.24,14.72,"2c2a7f7f-acc8-4e5a-8785-a46c6ac4efed"
2020-07-20,31.790499,22.3905,26.830086,0.2,1.0,12.88981,24.15,"55a47d0c-bcb2-44ea-b12f-c1e4fca4ef8b"
2020-07-21,31.1905,22.6405,27.373835,1.4,2.0,13.0447235,21.83,"49f56dc0-8b15-41d7-b409-06b58c4ea55e"
